stop_id,stop_code,stop_name,stop_lat,stop_lon
12000724,ICR0724,Pangsapuri Festival,5.43341,100.31219
12001655,IHI1655,Masjid Karwa,5.45482,100.30678
12001659,IHI1659,Flat UDA,5.46192,100.30644000000001
12001766,IHP1766,Teluk Bahang,5.45971,100.21781999999999
12003014,IAD0299,Masjid Terapung,5.4676422,100.2772938
12000052,I0M0052,Wisma Persekutuan,5.419625,100.32334
12000006,I0C0006,Pejabat Pos Macallum,5.40606,100.3319
12001448,IGR1448,Jejantas Batu Uban,5.35418,100.30793
12002316,ICT0049,Gedung Height IV,5.316179,100.282016
12001438,IGR1438,SK Sungai Nibong,5.338830000000001,100.29911
12001453,IGR1453,Restoran Kampung Ku,5.366709999999999,100.31078000000001
12001495,IGX1495,Klinik Kesihatan Sg Dua,5.34375,100.29753000000001
12001498,IGX1498,SRJK Keong Hoe,5.34655,100.29575
12002082,IKP2082,Taman Gedung Heights II,5.317312,100.27995
12000897,IDX0897,Hong Seng Estate,5.440930000000001,100.30298
12002028,IJZ2028,Lorong Lembah Permai 3,5.45394,100.28836
12001085,IEX1085,Kem Wataniah 509,5.422586,100.31718000000001
12001976,IJI1976,Desa Intan,5.392608,100.28696
12002032,MKA2032,Evergreen Paper,5.41941,100.39243
12000032,M0I0032,Petronas Tanah Liat,5.3755,100.46486999999999
12001554,MGX1554,Lubuk Meriam,5.4743699999999995,100.45741
12002356,ICT0099,PPD Tengah Permatang Pasir,5.418114,100.43713699999999
12000776,MCZ0776,Klinik Kesihatan Kubang Semang,5.397869999999999,100.46471
12000778,MCZ0778,SK Penanti,5.40285,100.46455
12001169,MFG1169,Permatang Pasir,5.41999,100.43668000000001
12001172,MFG1172,Kampung Kota II,5.42361,100.43552
12000640,MCK0640,Kampung Besar,5.48453,100.50381999999999
12001525,MGX1525,Hadapan Stesen Minyak Shell,5.44855,100.41399
12001595,MHB1595,Pekan Maklom,5.45056,100.40128
12002611,MCK0900,SMK Kampung Selamat,5.4991742,100.5205353
12002612,MCK0901,Balai Bomba Kampung Selamat,5.5002047,100.52147409999999
12002614,MCK0903,Taman Selesa,5.504220200000001,100.52571999999999
12002622,MCK0907,PUSAT PERNIAGAAN PADANG SERAI,5.5153426,100.5446671
12002623,MCK0908,Klinik Kesihatan Padang Serai,5.510301999999999,100.5536579
12000489,MBM0489,Pusat Komersial,5.48402,100.4897
12000491,MBM0491,Petronas Tasek Gelugor,5.48454,100.48759
12000501,MBM0501,Tali Air Pokok Macang,5.48854,100.47059
12000503,MBM0503,Dewan Seri Pokok Macang,5.4888900000000005,100.46866999999999
12000648,MCK0648,Kampung Selamat III,5.48874,100.50533
12001518,MGX1518,Taman Sungai Dua,5.44548,100.42498
12001527,MGX1527,Petronas Sg.Lokan,5.44909,100.41186
12001537,MGX1537,Alor Merah,5.45068,100.40347
12000148,I0Z0148,Taman Seri Indah,5.34345,100.22733000000001
12001950,IJC1950,Renesas,5.311275,100.28414000000001
12001952,IJC1952,B. Braun,5.312558,100.28348000000001
12001967,IJH1967,UTIC Service,5.318922,100.29341
12002043,IKD2043,B. Braun Medical,5.309883,100.28114000000001
12001951,IJC1951,Renesas,5.3113150000000005,100.28407
12002274,ICV1029,Kuala Sg.Pinang 2,5.39091,100.19928
12000376,MAY0376,Permatang Pak Elong,5.507999999999999,100.40021999999999
12000385,MAY0385,Taman Aman Putra,5.51751,100.42488
12000998,MEQ0998,Taman Paya Keladi,5.53379,100.43171
12000768,MCY0768,Jalan Kuala Sungai Udang,5.16071,100.42565
12001467,MGT1467,SK Sungai Setar,5.14691,100.4325
12001490,MGW1490,Kampung Sungai Air Itam,5.136769999999999,100.41943
12002280,ICT0001,SK Kongsi,5.34657,100.2305
12000154,IAA0154,Klinik Desa,5.337969999999999,100.20715
12000160,IAA0160,Surau Sungai Burung,5.3461300000000005,100.20839000000001
12000176,IAA0176,Hadapan Balai Polis,5.36486,100.2158
12000631,ICI0631,Hadapan Lrg Kpg Perlis 3,5.33141,100.20634
12000651,ICL0651,Kg Pulau Betong,5.30359,100.1974
12000653,ICL0653,Pekan Pulau Betong,5.30391,100.19951999999999
12000661,ICL0661,Balai Bomba Balik Pulau,5.32599,100.21291
12001565,IGZ1565,(M1) SMK Seri Balik Pulau,5.3343,100.21234
12001566,IHA1566,Pejabat Daerah dan Tanah,5.3506599999999995,100.23408
12001572,IHA1572,Taman Poket Jalan Chai,5.35418,100.22922
12000762,ICX0762,Kuala Sg. Pinang,5.39048,100.19598
12000977,IEN0977,Kem PLKN Sg.Pinang,5.39998,100.21115
12000979,IEN0979,Jalan Haji Hamid Senawi,5.4004199999999996,100.20902
12002631,MCK0916,TAMAN SELESA,5.5040867,100.52571999999999
12001209,MFH1209,Kompleks Fareeda,5.40604,100.41534
12000064,I0Q0064,Maybank Air Itam,5.40482,100.28426999999999
12000628,ICH0628,Lorong Kampung Melayu,5.40372,100.28837
12002616,ICT1113,Ideal Summer Skye Square,5.299314,100.26698499999999
12001460,IGR1460,Taman Sri Tunas,5.320189,100.28914
12002256,IKY2517,Pekan Bayan Lepas,5.294630000000001,100.25861
12000810,IDE0810,Perumahan Kastam,5.37447,100.30129000000001
12002242,IKY2503,Dewan JKKK Bukit Gelugor,5.3726769999999995,100.3028
12000144,I0Z0144,Taman Sri Genting,5.3383199999999995,100.22207
12000147,I0Z0147,Taman Seri Indah,5.343380000000001,100.22744
12002214,IAR0350,Hub Padang Kawad,5.3560444,100.29454040000002
12003018,IAR0352,Desasiswa Indah Kembara,5.355855,100.29519
12003019,IAR0353,Jabatan Keselamatan,5.355061,100.297966
12003024,IAR0358,Dewan Budaya,5.356643,100.30398000000001
12003026,IAR0360,Desasiswa Harapan,5.354758,100.3004
12001342,MFU1342,Pusat Perniagaan Raja Uda,5.41782,100.38020999999999
12001344,MFU1344,Petron Bagan Lalang,5.42519,100.3827
12001039,MES1039,Madrasah Adiniah A-Islamiah,5.461915,100.4004
12001041,MES1041,Surau Permatang Tok Jaya,5.4675,100.40021999999999
12002382,ICT0126,Pekan Maklom II,5.452896,100.401896
12000111,M0W0111,Taman Sentral,5.42532,100.39706
12002126,MLC2116,Lorong Nagasari23,5.36679,100.41381
12002523,ICT0413,Taman Kota Permai II,5.339943,100.45622
12000731,MCT0731,Taman Kota Permai,5.34397,100.45679
12002514,ICT0401,Taman Lembah Permai,5.349429,100.457412
12001979,IJI1979,All Season Place,5.39689,100.29035
12000242,IAE0242,Balai Polis,5.28793,100.2828
12001131,IFE1131,Sekolah Memandu Damar Laut,5.27816,100.26536999999999
12001156,IFE1156,SJK(T) Bayan Lepas,5.29306,100.25668
12002490,ICT0322,Pekan Sg.Acheh,5.1473212,100.42172
12002491,ICT0323,Lorong Haji Hashim,5.154751,100.42398
12002495,ICT0328,Kampung Chenaam III,5.141934,100.407896
12000415,IBE0415,Klinik Kesihatan Bayan Lepas,5.299901,100.26219
12000417,IBE0417,JPAM Bayan Lepas,5.301789,100.26191999999999
12000423,IBE0423,Pasar MBPP,5.306801,100.26429
12000430,IBE0430,Kem Sungai Ara 2,5.317285,100.26814
12000517,IBN0517,Kg. Nelayan Teluk Kumbar,5.2881,100.22796
12000617,ICG0617,SK Seri Bayu,5.29434,100.23005
12001447,IGR1447,JPJ Batu Uban,5.35184,100.30481
12001776,IHQ1776,Hotel Grand Lexis,5.28696,100.23383000000001
12001837,IID1837,Setia Welcome Center,5.32963,100.27883
12001840,IID1840,SRJK Min Sin,5.331169,100.281425
12001842,IID1842,Bukit Jambul Golf Club,5.33199,100.28419
12002063,IKJ2063,Bay Garden,5.336976,100.308266
12000048,I0L0048,Petronas Farlim,5.38858,100.28429
12000067,I0Q0067,Balai Polis Kampung Baru,5.40526,100.29424
12000849,IDN0849,Jalan Mahsuri,5.32695,100.28878
12000206,IAD0206,Hotel Hard Rock,5.466819999999999,100.242
12000217,IAD0217,Night Market,5.473763,100.24805
12000236,IAD0236,Sri Sayang,5.47896,100.25527
12000361,IAX0361,Kolej MSU,5.426480000000001,100.31749
12001083,IEX1083,Pangsapuri Sri Pinang,5.42086,100.31724
12001084,IEX1084,Kem Wataniah 509,5.42258,100.31714000000001
12001670,IHJ1670,Menara Asas,5.46545,100.28374000000001
12001919,IIP1919,Love Lane,5.41834,100.3364
12002971,IIR1926,Pejabat Pos Besar P.Pinang 1,5.4180154,100.3436892
12000739,MCW0739,Dewan Bakau Tua,5.567819999999999,100.35953
12001056,MEU1056,Kampung Penaga Dua,5.521438,100.38201
12001114,MFC1114,SMK Tok Labu,5.55056,100.3773
12001711,MHO1711,SMK ST Mark,5.44981,100.38293
12000092,M0U0092,SK Bagan Jermal,5.4318800000000005,100.37853
12000756,MCW0756,Taman Desa Kuala Muda,5.56752,100.35681
12000757,MCW0757,Dewan Bakau Tua,5.56786,100.35959
12001057,MEU1057,Pekan Penaga,5.5246699999999995,100.38145
12001124,MFC1124,Masjid Permatang Bendahari,5.5789599999999995,100.37469
12001722,MHO1722,Kolej Vokasional Butterworth,5.47414,100.38322
12001725,MHO1725,Taman Ratna,5.47749,100.38341
12001732,MHO1732,Taman Air Tawar Indah 2,5.490819999999999,100.38428
12002551,ICT0708,Tesco Bagan Ajam,5.4393519999999995,100.38134000000001
12000120,M0X0120,Taman Selat,5.40005,100.36809000000001
12000123,M0X0123,Pejabat Kesihatan SPU,5.40636,100.36949
12000902,MDY0902,Simpang Lorong Murni 5,5.43602,100.43273
12000455,IBF0455,Padang Brown,5.412893,100.317986
12000459,IBF0459,Penang Times Square,5.41332,100.3262
12000075,I0Q0075,SMK Sri Mutiara,5.41031,100.30745
12000461,IBF0461,Pasaraya Gama,5.413819,100.3281
12000966,IEJ0966,PBA,5.4088199999999995,100.29326999999999
12001378,IGE1378,Flat Padang Tembak,5.41046,100.29009
12001822,IHY1822,Wisma Yatim,5.40404,100.29160999999999
12001920,IIP1920,Love Lane,5.418401,100.33614
12001556,MGX1556,Taman Pokok Sena Indah,5.47935,100.4575
12002363,ICT0106,Masjid Al Muhtadin,5.4073459999999995,100.453356
12002365,ICT0108,Shell Kubang Semang,5.394344,100.464442
12001852,MIE1852,Taman Perda Indah,5.5109,100.50464000000001
12001864,MIE1864,MRSM Kepala Batas,5.51963,100.47281
12002089,MKR2089,Bertam Putra 1,5.517612000000001,100.48601500000001
12000635,ICJ0635,Kampung Pisang,5.39829,100.28194
12001323,IFR1323,Jalan Pisang Embun,5.39853,100.28353
12000860,IDS0860,Shell Green Lane,5.3855900000000005,100.30514000000001
12000864,IDS0864,Persatuan Kanak-Kanak Sepastik,5.3891,100.30325
12000991,IEO0991,Apartmen Taman Seri Petani,5.40585,100.32143
12000993,IEO0993,Jalan Patani.,5.409741,100.32274
12001456,IGR1456,Astaka Gelugor,5.37239,100.30944000000001
12001588,IHA1588,Penang Japanese School,5.40843,100.3176
12002002,IJP2002,Pasar Batu Lanchang II,5.39051,100.30660999999999
12002222,IKY2110,Taman Free School,5.40456399,100.30861159999999
12000019,I0G0019,Taman Tun Sardon,5.371651,100.30281
12001214,MFH1214,Taman Bandar Ampang Jajar,5.41415,100.40545999999999
12001217,MFI1217,Permatang Rawa,5.36889,100.45274
12001218,MFI1218,SMK Permatang Rawa,5.36891,100.44688000000001
12001219,MFI1219,Petronas Permatang Rawa,5.36903,100.4496
12001092,MEZ1092,Perda Timur,5.3695,100.441
12001194,MFH1194,Taman Bagan,5.41458,100.38433
12001199,MFH1199,Kampung Belah 2,5.3784,100.42045999999999
12001220,MFI1220,Caltex Permatang Rawa,5.3686,100.44541
12003015,ICT0A81,KTM Bukit Mertajam,5.368924,100.448113
12000913,MEA0913,Taman Mewah,5.3985,100.37189000000001
12001878,MIF1878,Pangsapuri B3,5.390969999999999,100.40536
12001953,MJD1953,Kastam Seberang Jaya,5.39465,100.4
12000180,MAA0180,Padang Kilat,5.381530000000001,100.39312
12000393,MBA0393,Pusat Perniagaan Chain Ferry II,5.40244,100.38308
12000788,MDA0788,Taman Remia,5.34326,100.49753
12000790,MDA0790,Kampung Janggus,5.34441,100.4942
12002981,MDP0857,Terminal UTC Ukir Square,5.6402774,100.49054749999999
12000126,M0Y0126,Peladang Sg.Petani,5.61914,100.47372
12000185,MAA0185,Masjid Jalan Baru,5.36774,100.41932
12000275,MAL0275,Hospital Sungai Bakap,5.21959,100.49815
12000329,MAU0329,Taman Markisah,5.31616,100.46169
12000438,IBE0438,Public Bank,5.330747,100.27945
12001016,IER1016,Pangsapuri Green Garden,5.36604,100.27329
12001433,IGR1433,Petronas Kampung Jawa,5.32956,100.29436
12000041,M0J0041,Hub Jalan Air Puteh,5.28661,100.54287
12000598,MCC0598,Taman Alma Perpaduan,5.34585,100.47166
12001266,MFK1266,Kg. Baru Simpang Empat,5.28653,100.47731
12001682,MHK1682,Muda Paper III,5.28453,100.51734
12000046,M0K0046,SJKC Sin Ya,5.330019999999999,100.47829
12000798,MDA0798,Taman Sentosa,5.35331,100.47288
12001358,MFX1358,Taman Seri Impian,5.31124,100.47958
12001362,MFX1362,AEON Pintu Utama,5.31962,100.47699
12001684,MHK1684,Kampung Hj. Abdullah,5.2847,100.51559
12002586,ICT0419,B Garden,5.346003,100.47193100000001
12002590,ICT0424,Pasar Awam Taman Selamat,5.327946,100.48588000000001
12000341,MAV0341,Chinese Temple,5.33916,100.5096
12000787,MDA0787,Taman Remia,5.34314,100.49807
12000805,MDB0805,Pangsapuri Taman Chai Leng,5.384123000000001,100.39255
12001178,MFH1178,Politeknik Seberang Perai,5.37299,100.42214
12000917,MEB0917,Balai Polis Lama Bukit Panchor,5.177230000000001,100.48228
12001258,MFK1258,Taman Tangling,5.2682199999999995,100.476
12001259,MFK1259,Taman Belibis,5.26949,100.47668
12001483,MGV1483,Perkampungan Jawi,5.21248,100.49722
12002326,ICT0063,Essex,5.304322,100.47229200000001
12002331,ICT0068,Premium Outlet,5.250563,100.475252
12002332,ICT0069,JKR Jawi,5.207808999999999,100.497725
12000183,MAA0183,Taman Bunga Raya,5.36632,100.42163000000001
12000278,MAL0278,Taman Penyu,5.2304900000000005,100.49231999999999
12000343,MAW0343,Pejabat Veterinar,5.33632,100.44294000000001
12000347,MAW0347,Masjid Balik Bukit,5.354080000000001,100.42859
12001253,MFK1253,Taman Perdana,5.26818,100.47570999999999
12001254,MFK1254,Balai Polis Simpang Empat,5.2836,100.47659
12001257,MFK1257,Taman IKS Perda,5.26508,100.47411
12001596,MHC1596,Masjid Sungai Rambai,5.36436,100.45317
12002339,ICT0076,Kampung Tengah Kebun Sireh,5.353937999999999,100.435063
12000266,MAK0266,Jalan Besar,5.131538,100.471214
12002165,8041002,Mydin Mall,5.128312,100.4821847
12000270,MAK0270,Taman Fajar,5.1477900000000005,100.47102
12000028,I0H0028,ASE,5.308572,100.29408000000001
12002007,IJQ2007,SAM Engineering & Equipment,5.29565,100.28665
12002010,IJQ2010,Elsoft Research,5.292789,100.28856
12002051,IKH2051,Motorola,5.297999999999999,100.29276999999999
12000014,I0F0014,GUH Holdings,5.328583,100.30004
12002206,IAD0301,Hill Top,5.4781325999999995,100.2650227
12001412,IGQ1412,The Mansion,5.42345,100.33253
12001415,IGQ1415,Feruni,5.42541,100.32504
12000204,IAD0204,Apartment Baiduri,5.46443,100.23876
12000225,IAD0225,Feringghi Plaza,5.47743,100.2538
12000227,IAD0227,Mount Pleasure,5.47754,100.27243
12000231,IAD0231,Moon Light Café,5.47801,100.26288000000001
12000234,IAD0234,Double Tree Resort,5.47825,100.26897
12001915,IIO1915,Hotel Armenian,5.415494,100.335
12001942,IIY1942,Kompleks Makanan,5.33636,100.29348
12002993,IIX1942,Presgrave Corner,5.41122,100.33043599999999
12000198,IAB0198,SJKC Weng Khai,5.29526,100.27976
12000308,IAR0308,Petronas,5.362509999999999,100.29554
12000568,ICA0568,Taman Dato Syed Abbas,5.3945099999999995,100.31638000000001
12001139,IFE1139,Kampung Batu Lima,5.280432,100.28036
12001141,IFE1141,Taman Gembira,5.28062,100.27474000000001
12001838,IID1838,SPICE,5.33071,100.28059
12000718,ICR0718,Sri Pangkor Kondominium,5.42875,100.31974
12000972,IEL0972,Gleneagles II,5.427282,100.31952
12001754,IHP1754,SMK Teluk Bahang,5.45075,100.21473
12002223,IKY2111,Dewan Teluk Bahang,5.45713881,100.21489682
12002250,IKY2511,HILLTOP,5.47794445,100.2650168
12000081,I0S0081,Sekolah Ikthisas Tentera Udara,5.45918,100.28918
12000078,I0R0078,Taman Pantai Jerejak,5.340268,100.30331
12000869,IDS0869,SMK Convent Green Lane,5.39722,100.30376
12000872,IDS0872,SMK Penang Free,5.40292,100.30405
12000576,ICA0576,SJK(C) MOH GHEE Cawangan,5.4004199999999996,100.3222
12001435,IGR1435,SRJK Kwang Hwa,5.33615,100.29726
12001439,IGR1439,Masjid Jamek Sg Nibong,5.340112,100.29935
12001457,IGR1457,KTM Motor,5.3727800000000006,100.30903
12001499,IGX1499,Tesco Sungai Dua,5.35025,100.29694
12000894,IDX0894,Kwang Tung & Teng Chow Association,5.43515,100.30301999999999
12001564,IGY1564,Petron Jalan Sungai Kelian,5.46497,100.29183
12000865,IDS0865,Gembira Parade,5.3891279999999995,100.30334
12001445,IGR1445,Taman Century,5.3477,100.30336
12002048,IKG2048,SMK Georgetown,5.3992,100.29881
12001594,MHB1594,Pekan Maklom,5.45055,100.40146999999999
12000039,M0I0039,Masjid Kubang Semang,5.39912,100.46474
12001338,MFT1338,Kolej Matrikulasi Kepala Batas,5.49712,100.43635
12001540,MGX1540,Masjid Al Marbawi,5.452975,100.436775
12001548,MGX1548,Masjid Nyior Sebatang,5.46106,100.44891
12001550,MGX1550,Nyior Sebatang,5.46652,100.45461999999999
12001557,MGX1557,Taman Pokok Sena Indah,5.47957,100.45745
12002359,ICT0102,Masjid Jamek Pongsu Seribu,5.497138,100.44274200000001
12000535,MBQ0535,SMK Dato Haji Ahmad Badawi,5.50721,100.42981
12000772,MCZ0772,Taman Guru,5.38209,100.46393
12001168,MFG1168,Pejabat Pelajaran,5.4176,100.43729
12001337,MFT1337,JPS Pokok Sena,5.4970989999999995,100.430435
12001771,IHQ1771,Masjid Sungai Batu,5.28632,100.241
12002305,ICT0035,Saujana Height,5.291580000000001,100.25035
12002307,ICT0037,Pekan Teluk Kumbar,5.28745,100.23263
